ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name	start_position	end_position	gene_biotype
ENSG00000268046	""	protein_coding	18	8336437	8337038	protein_coding
ENSG00000206418	RAB12	protein_coding	18	8609443	8639379	protein_coding
ENSG00000060069	CTDP1	protein_coding	18	77439801	77514510	protein_coding
ENSG00000178342	KCNG2	protein_coding	18	77623668	77660184	protein_coding
ENSG00000122490	PQLC1	protein_coding	18	77662420	77711664	protein_coding
ENSG00000168502	SOGA2	protein_coding	18	8705659	8832776	protein_coding
ENSG00000226742	HSBP1L1	protein_coding	18	77724561	77730822	protein_coding
ENSG00000141759	TXNL4A	protein_coding	18	77732867	77793949	protein_coding
ENSG00000178127	NDUFV2	protein_coding	18	9102628	9134343	protein_coding
ENSG00000267127	""	protein_coding	18	77794346	77854968	protein_coding
ENSG00000101546	RBFA	protein_coding	18	77794358	77806397	protein_coding
ENSG00000101745	ANKRD12	protein_coding	18	9136226	9285983	protein_coding
ENSG00000101544	ADNP2	protein_coding	18	77866915	77905406	protein_coding
ENSG00000128791	TWSG1	protein_coding	18	9334765	9402418	protein_coding
ENSG00000017797	RALBP1	protein_coding	18	9475007	9538114	protein_coding
ENSG00000267270	""	protein_coding	18	77905807	77936315	protein_coding
ENSG00000178184	PARD6G	protein_coding	18	77915115	78005429	protein_coding
ENSG00000154845	PPP4R1	protein_coding	18	9546789	9615238	protein_coding
ENSG00000168461	RAB31	protein_coding	18	9708162	9862548	protein_coding
ENSG00000168454	TXNDC2	protein_coding	18	9885763	9889272	protein_coding
ENSG00000101558	VAPA	protein_coding	18	9913999	9960018	protein_coding
ENSG00000154856	APCDD1	protein_coding	18	10454625	10489945	protein_coding
ENSG00000134265	NAPG	protein_coding	18	10525902	10552758	protein_coding
ENSG00000154864	PIEZO2	protein_coding	18	10666480	11148587	protein_coding
ENSG00000141404	GNAL	protein_coding	18	11688955	11885684	protein_coding
ENSG00000255112	CHMP1B	protein_coding	18	11851395	11854448	protein_coding
ENSG00000154889	MPPE1	protein_coding	18	11882621	11909222	protein_coding
ENSG00000141401	IMPA2	protein_coding	18	11981024	12030876	protein_coding
ENSG00000181626	ANKRD62	protein_coding	18	12093852	12129748	protein_coding
ENSG00000176194	CIDEA	protein_coding	18	12254318	12277594	protein_coding
ENSG00000176014	TUBB6	protein_coding	18	12307668	12344319	protein_coding
ENSG00000141385	AFG3L2	protein_coding	18	12328943	12377313	protein_coding
ENSG00000141391	SLMO1	protein_coding	18	12407895	12432237	protein_coding
ENSG00000134278	SPIRE1	protein_coding	18	12446511	12658133	protein_coding
ENSG00000215527	""	protein_coding	18	12658042	12663470	protein_coding
ENSG00000128789	PSMG2	protein_coding	18	12658737	12725739	protein_coding
ENSG00000101624	CEP76	protein_coding	18	12661832	12702776	protein_coding
ENSG00000175354	PTPN2	protein_coding	18	12785477	12929642	protein_coding
ENSG00000085415	SEH1L	protein_coding	18	12947132	12987535	protein_coding
ENSG00000101639	CEP192	protein_coding	18	12991361	13125051	protein_coding
ENSG00000197408	CYP2B6	protein_coding	19	41497204	41524303	protein_coding
ENSG00000130511	SSBP4	protein_coding	19	18529674	18545372	protein_coding
ENSG00000079462	PAFAH1B3	protein_coding	19	42801185	42807698	protein_coding
ENSG00000090920	FCGBP	protein_coding	19	40353963	40440533	protein_coding
ENSG00000204866	IGFL2	protein_coding	19	46646363	46664556	protein_coding
ENSG00000188368	PRR19	protein_coding	19	42806250	42814973	protein_coding
ENSG00000167619	TMEM145	protein_coding	19	42817477	42829214	protein_coding
ENSG00000188293	IGFL1	protein_coding	19	46733009	46734500	protein_coding
ENSG00000124440	HIF3A	protein_coding	19	46800303	46846690	protein_coding
ENSG00000105429	MEGF8	protein_coding	19	42829761	42882921	protein_coding
ENSG00000105655	ISYNA1	protein_coding	19	18545198	18549111	protein_coding
ENSG00000013275	PSMC4	protein_coding	19	40476912	40487348	protein_coding
ENSG00000197838	CYP2A13	protein_coding	19	41594377	41602100	protein_coding
ENSG00000197446	CYP2F1	protein_coding	19	41620337	41634271	protein_coding
ENSG00000167600	CYP2S1	protein_coding	19	41698954	41713444	protein_coding
ENSG00000104918	RETN	protein_coding	19	7733930	7735334	protein_coding
ENSG00000183019	C19orf59	protein_coding	19	7741514	7744712	protein_coding
ENSG00000269711	""	protein_coding	19	7743387	7747740	protein_coding
ENSG00000181029	TRAPPC5	protein_coding	19	7745729	7747744	protein_coding
ENSG00000104921	FCER2	protein_coding	19	7753644	7767032	protein_coding
ENSG00000167601	AXL	protein_coding	19	41725108	41767671	protein_coding
ENSG00000182566	CLEC4G	protein_coding	19	7793843	7798792	protein_coding
ENSG00000011485	PPP5C	protein_coding	19	46850251	46896238	protein_coding
ENSG00000105656	ELL	protein_coding	19	18553473	18632937	protein_coding
ENSG00000187187	ZNF546	protein_coding	19	40490041	40523514	protein_coding
ENSG00000105701	FKBP8	protein_coding	19	18642561	18654887	protein_coding
ENSG00000105427	CNFN	protein_coding	19	42891171	42894439	protein_coding
ENSG00000079435	LIPE	protein_coding	19	42905659	42931578	protein_coding
ENSG00000128000	ZNF780B	protein_coding	19	40534167	40562116	protein_coding
ENSG00000169515	CCDC8	protein_coding	19	46913629	46916841	protein_coding
ENSG00000182013	PNMAL1	protein_coding	19	46969748	46974820	protein_coding
ENSG00000230510	PPP5D1	protein_coding	19	46984053	47104457	protein_coding
ENSG00000189377	CXCL17	protein_coding	19	42932440	42947200	protein_coding
ENSG00000007306	CEACAM7	protein_coding	19	42177235	42210895	protein_coding
ENSG00000142449	FBN3	protein_coding	19	8130286	8214730	protein_coding
ENSG00000105388	CEACAM5	protein_coding	19	42212504	42233718	protein_coding
ENSG00000160396	HIPK4	protein_coding	19	40885178	40896094	protein_coding
ENSG00000042753	AP2S1	protein_coding	19	47341393	47354249	protein_coding
ENSG00000105227	PRX	protein_coding	19	40899675	40919273	protein_coding
ENSG00000160007	ARHGAP35	protein_coding	19	47421933	47508334	protein_coding
ENSG00000197019	SERTAD1	protein_coding	19	40927499	40931932	protein_coding
ENSG00000130751	NPAS1	protein_coding	19	47523077	47549033	protein_coding
ENSG00000243137	PSG4	protein_coding	19	43696854	43711451	protein_coding
ENSG00000130748	TMEM160	protein_coding	19	47549165	47551888	protein_coding
ENSG00000167565	SERTAD3	protein_coding	19	40946751	40950612	protein_coding
ENSG00000130749	ZC3H4	protein_coding	19	47567444	47617009	protein_coding
ENSG00000090013	BLVRB	protein_coding	19	40953696	40971747	protein_coding
ENSG00000105048	TNNT1	protein_coding	19	55644162	55660722	protein_coding
ENSG00000130283	GDF1	protein_coding	19	18979361	19006905	protein_coding
ENSG00000160460	SPTBN4	protein_coding	19	40972148	41082370	protein_coding
ENSG00000105669	COPE	protein_coding	19	19010323	19030206	protein_coding
ENSG00000142230	SAE1	protein_coding	19	47616531	47713886	protein_coding
ENSG00000183668	PSG9	protein_coding	19	43715943	43773682	protein_coding
ENSG00000267881	""	protein_coding	19	42212531	42265190	protein_coding
ENSG00000086548	CEACAM6	protein_coding	19	42254885	42276113	protein_coding
ENSG00000170956	CEACAM3	protein_coding	19	42300369	42315591	protein_coding
ENSG00000268193	""	protein_coding	19	19017822	19045206	protein_coding
ENSG00000105671	DDX49	protein_coding	19	19030484	19039436	protein_coding
ENSG00000090661	CERS4	protein_coding	19	8271620	8327305	protein_coding
ENSG00000183103	LYPD4	protein_coding	19	42341148	42348760	protein_coding
ENSG00000105327	BBC3	protein_coding	19	47724081	47736023	protein_coding
ENSG00000142025	DMRTC2	protein_coding	19	42348806	42356401	protein_coding
ENSG00000105321	CCDC9	protein_coding	19	47759237	47775210	protein_coding
ENSG00000167775	CD320	protein_coding	19	8367011	8373240	protein_coding
ENSG00000257704	PRR24	protein_coding	19	47778142	47778979	protein_coding
ENSG00000129991	TNNI3	protein_coding	19	55663137	55669141	protein_coding
ENSG00000197405	C5AR1	protein_coding	19	47793280	47825323	protein_coding
ENSG00000134830	C5AR2	protein_coding	19	47835404	47846606	protein_coding
ENSG00000105372	RPS19	protein_coding	19	42363988	42376994	protein_coding
ENSG00000134815	DHX34	protein_coding	19	47852538	47885961	protein_coding
ENSG00000105369	CD79A	protein_coding	19	42381190	42385439	protein_coding
ENSG00000167774	""	protein_coding	19	8373167	8386263	protein_coding
ENSG00000051128	HOMER3	protein_coding	19	19040010	19052070	protein_coding
ENSG00000267855	NDUFA7	protein_coding	19	8373490	8386280	protein_coding
ENSG00000267110	""	protein_coding	19	55666125	55672039	protein_coding
ENSG00000233927	RPS28	protein_coding	19	8386042	8388224	protein_coding
ENSG00000167646	DNAAF3	protein_coding	19	55670031	55678090	protein_coding
ENSG00000160410	SHKBP1	protein_coding	19	41082757	41097305	protein_coding
ENSG00000131126	TEX101	protein_coding	19	43905648	43922763	protein_coding
ENSG00000124466	LYPD3	protein_coding	19	43964939	43969812	protein_coding
ENSG00000076928	ARHGEF1	protein_coding	19	42387228	42434302	protein_coding
ENSG00000176531	PHLDB3	protein_coding	19	43979106	44009087	protein_coding
ENSG00000064607	SUGP2	protein_coding	19	19101697	19144832	protein_coding
ENSG00000129990	SYT5	protein_coding	19	55682567	55691809	protein_coding
ENSG00000186994	KANK3	protein_coding	19	8387468	8408146	protein_coding
ENSG00000105419	MEIS3	protein_coding	19	47906381	47922780	protein_coding
ENSG00000167772	ANGPTL4	protein_coding	19	8428173	8439257	protein_coding
ENSG00000105755	ETHE1	protein_coding	19	44010871	44031396	protein_coding
ENSG00000080031	PTPRH	protein_coding	19	55692616	55720874	protein_coding
ENSG00000176472	ZNF575	protein_coding	19	44029649	44040282	protein_coding
ENSG00000185236	RAB11B	protein_coding	19	8454865	8469318	protein_coding
ENSG00000073050	XRCC1	protein_coding	19	44047192	44084625	protein_coding
ENSG00000118160	SLC8A2	protein_coding	19	47931274	47975425	protein_coding
ENSG00000099785	MARCH2	protein_coding	19	8478154	8503901	protein_coding
ENSG00000180089	TMEM86B	protein_coding	19	55738007	55741647	protein_coding
ENSG00000269808	""	protein_coding	19	55738587	55741647	protein_coding
ENSG00000118162	KPTN	protein_coding	19	47978401	47987525	protein_coding
ENSG00000105063	PPP6R1	protein_coding	19	55741148	55770363	protein_coding
ENSG00000099783	HNRNPM	protein_coding	19	8509651	8553998	protein_coding
ENSG00000268361	""	protein_coding	19	44058844	44097188	protein_coding
ENSG00000234465	PINLYP	protein_coding	19	44080952	44088116	protein_coding
ENSG00000090006	LTBP4	protein_coding	19	41098789	41135725	protein_coding
ENSG00000105676	ARMC6	protein_coding	19	19144384	19170563	protein_coding
ENSG00000167378	IRGQ	protein_coding	19	44088521	44100287	protein_coding
ENSG00000124444	ZNF576	protein_coding	19	44100544	44105309	protein_coding
ENSG00000133265	HSPBP1	protein_coding	19	55773599	55791749	protein_coding
ENSG00000181035	SLC25A42	protein_coding	19	19174808	19223697	protein_coding
ENSG00000105404	RABAC1	protein_coding	19	42460833	42463542	protein_coding
ENSG00000064545	TMEM161A	protein_coding	19	19229978	19249322	protein_coding
ENSG00000105402	NAPA	protein_coding	19	47990894	48018497	protein_coding
ENSG00000105409	ATP1A3	protein_coding	19	42470734	42501649	protein_coding
ENSG00000226763	SRRM5	protein_coding	19	44100769	44118649	protein_coding
ENSG00000131116	ZNF428	protein_coding	19	44111371	44124026	protein_coding
ENSG00000105767	CADM4	protein_coding	19	44126520	44143991	protein_coding
ENSG00000118156	ZNF541	protein_coding	19	48023942	48059113	protein_coding
ENSG00000133246	PRAM1	protein_coding	19	8554940	8567996	protein_coding
ENSG00000011422	PLAUR	protein_coding	19	44150247	44174699	protein_coding
ENSG00000064489	MEF2BNB-MEF2B	protein_coding	19	19256376	19302967	protein_coding
ENSG00000160469	BRSK1	protein_coding	19	55793440	55823901	protein_coding
ENSG00000133250	ZNF414	protein_coding	19	8575462	8579048	protein_coding
ENSG00000063169	GLTSCR1	protein_coding	19	48111453	48206533	protein_coding
ENSG00000124449	IRGC	protein_coding	19	44220162	44224173	protein_coding
ENSG00000105771	SMG9	protein_coding	19	44235301	44259142	protein_coding
ENSG00000024422	EHD2	protein_coding	19	48216600	48246391	protein_coding
ENSG00000213999	MEF2B	protein_coding	19	19256377	19303400	protein_coding
ENSG00000180061	TMEM150B	protein_coding	19	55824169	55845416	protein_coding
ENSG00000142347	MYO1F	protein_coding	19	8585674	8642461	protein_coding
ENSG00000104783	KCNN4	protein_coding	19	44270685	44285409	protein_coding
ENSG00000105373	GLTSCR2	protein_coding	19	48248779	48260315	protein_coding
ENSG00000254901	MEF2BNB	protein_coding	19	19287712	19303400	protein_coding
ENSG00000133247	SUV420H2	protein_coding	19	55851221	55859488	protein_coding
ENSG00000064490	RFXANK	protein_coding	19	19303008	19312678	protein_coding
ENSG00000105737	GRIK5	protein_coding	19	42502473	42573650	protein_coding
ENSG00000267531	""	protein_coding	19	55851254	55856561	protein_coding
ENSG00000159871	LYPD5	protein_coding	19	44300081	44331358	protein_coding
ENSG00000160471	COX6B2	protein_coding	19	55860674	55866182	protein_coding
ENSG00000167637	ZNF283	protein_coding	19	44331444	44353307	protein_coding
ENSG00000267706	""	protein_coding	19	55863669	55870884	protein_coding
ENSG00000142303	ADAMTS10	protein_coding	19	8645126	8675620	protein_coding
ENSG00000180043	FAM71E2	protein_coding	19	55866276	55874628	protein_coding
ENSG00000095752	IL11	protein_coding	19	55875757	55881831	protein_coding
ENSG00000105732	ZNF574	protein_coding	19	42572629	42585701	protein_coding
ENSG00000176222	ZNF404	protein_coding	19	44376515	44405537	protein_coding
ENSG00000160472	TMEM190	protein_coding	19	55888204	55889612	protein_coding
ENSG00000233493	TMEM238	protein_coding	19	55890613	55895966	protein_coding
ENSG00000124459	ZNF45	protein_coding	19	44416781	44439430	protein_coding
ENSG00000105245	NUMBL	protein_coding	19	41172596	41196877	protein_coding
ENSG00000159905	ZNF221	protein_coding	19	44455375	44471861	protein_coding
ENSG00000108107	RPL28	protein_coding	19	55896713	55914612	protein_coding
ENSG00000204920	ZNF155	protein_coding	19	44472014	44502477	protein_coding
ENSG00000184162	NR2C2AP	protein_coding	19	19312225	19314233	protein_coding
ENSG00000028277	POU2F2	protein_coding	19	42590263	42700737	protein_coding
ENSG00000130287	NCAN	protein_coding	19	19322782	19363042	protein_coding
ENSG00000159882	ZNF230	protein_coding	19	44507100	44518078	protein_coding
ENSG00000187664	HAPLN4	protein_coding	19	19366450	19373605	protein_coding
ENSG00000213996	TM6SF2	protein_coding	19	19375173	19384200	protein_coding
ENSG00000159885	ZNF222	protein_coding	19	44529494	44537265	protein_coding
ENSG00000267022	""	protein_coding	19	44529506	44591471	protein_coding
ENSG00000178386	ZNF223	protein_coding	19	44555520	44572144	protein_coding
ENSG00000178980	SEPW1	protein_coding	19	48281829	48287943	protein_coding
ENSG00000108106	UBE2S	protein_coding	19	55912652	55919145	protein_coding
ENSG00000186026	ZNF284	protein_coding	19	44576297	44593766	protein_coding
ENSG00000187902	SHISA7	protein_coding	19	55940107	55954230	protein_coding
ENSG00000267680	ZNF224	protein_coding	19	44598492	44612479	protein_coding
ENSG00000178928	TPRX1	protein_coding	19	48304500	48322308	protein_coding
ENSG00000063241	ISOC2	protein_coding	19	55964352	55973710	protein_coding
ENSG00000105705	SUGP1	protein_coding	19	19386827	19431653	protein_coding
ENSG00000197483	ZNF628	protein_coding	19	55987699	55995854	protein_coding
ENSG00000090971	NAT14	protein_coding	19	55996371	55998935	protein_coding
ENSG00000105392	CRX	protein_coding	19	48322703	48346587	protein_coding
ENSG00000123815	ADCK4	protein_coding	19	41197434	41224112	protein_coding
ENSG00000259009	TPRX2P	protein_coding	19	48337701	48364769	protein_coding
ENSG00000256294	ZNF225	protein_coding	19	44616334	44637027	protein_coding
ENSG00000105398	SULT2A1	protein_coding	19	48373723	48389654	protein_coding
ENSG00000188334	BSPH1	protein_coding	19	48471303	48495427	protein_coding
ENSG00000179954	SSC5D	protein_coding	19	55999771	56030465	protein_coding
ENSG00000263002	ZNF234	protein_coding	19	44645710	44663156	protein_coding
ENSG00000169393	ELSPBP1	protein_coding	19	48497908	48528410	protein_coding
ENSG00000167380	ZNF226	protein_coding	19	44669226	44682534	protein_coding
ENSG00000105507	CABP5	protein_coding	19	48533210	48547310	protein_coding
ENSG00000187550	SBK2	protein_coding	19	56041100	56048456	protein_coding
ENSG00000086544	ITPKC	protein_coding	19	41223008	41246765	protein_coding
ENSG00000231274	SBK3	protein_coding	19	56052023	56056909	protein_coding
ENSG00000218891	ZNF579	protein_coding	19	56088899	56092211	protein_coding
ENSG00000105499	PLA2G4C	protein_coding	19	48551100	48614074	protein_coding
ENSG00000179943	FIZ1	protein_coding	19	56102746	56113336	protein_coding
ENSG00000188493	C19orf54	protein_coding	19	41246761	41257458	protein_coding
ENSG00000181786	ACTL9	protein_coding	19	8807751	8809172	protein_coding
ENSG00000181733	OR2Z1	protein_coding	19	8841316	8842371	protein_coding
ENSG00000160570	DEDD2	protein_coding	19	42702750	42724292	protein_coding
ENSG00000167785	ZNF558	protein_coding	19	8920380	8943004	protein_coding
ENSG00000131115	ZNF227	protein_coding	19	44711700	44741421	protein_coding
ENSG00000129933	MAU2	protein_coding	19	19431490	19469563	protein_coding
ENSG00000170948	MBD3L1	protein_coding	19	8943074	8954016	protein_coding
ENSG00000167625	ZNF526	protein_coding	19	42724423	42732353	protein_coding
ENSG00000171443	ZNF524	protein_coding	19	56111388	56114504	protein_coding
ENSG00000261221	ZNF865	protein_coding	19	56116771	56128635	protein_coding
ENSG00000105723	GSK3A	protein_coding	19	42734338	42746777	protein_coding
ENSG00000179922	ZNF784	protein_coding	19	56132108	56135967	protein_coding
ENSG00000181143	MUC16	protein_coding	19	8959520	9092018	protein_coding
ENSG00000213015	ZNF580	protein_coding	19	56146382	56154835	protein_coding
ENSG00000171425	ZNF581	protein_coding	19	56146825	56156988	protein_coding
ENSG00000170929	OR1M1	protein_coding	19	9203855	9204889	protein_coding
ENSG00000170923	OR7G2	protein_coding	19	9212945	9213982	protein_coding
ENSG00000173581	CCDC106	protein_coding	19	56152428	56164527	protein_coding
ENSG00000161807	OR7G1	protein_coding	19	9225274	9226439	protein_coding
ENSG00000170920	OR7G3	protein_coding	19	9236688	9237626	protein_coding
ENSG00000130803	ZNF317	protein_coding	19	9251056	9274100	protein_coding
ENSG00000105486	LIG1	protein_coding	19	48618702	48673860	protein_coding
ENSG00000268643	""	protein_coding	19	42738735	42759284	protein_coding
ENSG00000204957	""	protein_coding	19	42746927	42749125	protein_coding
ENSG00000188000	OR7D2	protein_coding	19	9296279	9299493	protein_coding
ENSG00000174667	OR7D4	protein_coding	19	9324526	9325542	protein_coding
ENSG00000237521	OR7E24	protein_coding	19	9361606	9362820	protein_coding
ENSG00000105722	ERF	protein_coding	19	42751724	42759309	protein_coding
ENSG00000159917	ZNF235	protein_coding	19	44732882	44809199	protein_coding
ENSG00000077312	SNRPA	protein_coding	19	41256542	41271294	protein_coding
ENSG00000196110	ZNF699	protein_coding	19	9404951	9420514	protein_coding
ENSG00000159915	ZNF233	protein_coding	19	44754318	44779470	protein_coding
ENSG00000188321	ZNF559	protein_coding	19	9434448	9461838	protein_coding
ENSG00000063244	U2AF2	protein_coding	19	56165512	56186081	protein_coding
ENSG00000167491	GATAD2A	protein_coding	19	19496635	19619740	protein_coding
ENSG00000062370	ZNF112	protein_coding	19	44830708	44871377	protein_coding
ENSG00000268975	MIA-RAB4B	protein_coding	19	41277553	41292590	protein_coding
ENSG00000261857	MIA	protein_coding	19	41277553	41283395	protein_coding
ENSG00000079432	CIC	protein_coding	19	42772689	42799949	protein_coding
ENSG00000167578	RAB4B	protein_coding	19	41284121	41302847	protein_coding
ENSG00000178093	TSSK6	protein_coding	19	19623227	19626838	protein_coding
ENSG00000270011	ZNF559-ZNF177	protein_coding	19	9434850	9493293	protein_coding
ENSG00000267173	""	protein_coding	19	44833848	44905774	protein_coding
ENSG00000267508	ZNF285	protein_coding	19	44886459	44905774	protein_coding
ENSG00000186010	NDUFA13	protein_coding	19	19626545	19644285	protein_coding
ENSG00000167383	ZNF229	protein_coding	19	44921685	44952766	protein_coding
ENSG00000063245	EPN1	protein_coding	19	56186592	56221224	protein_coding
ENSG00000167384	ZNF180	protein_coding	19	44979854	45004576	protein_coding
ENSG00000171570	RAB4B-EGLN2	protein_coding	19	41284147	41314103	protein_coding
ENSG00000188629	ZNF177	protein_coding	19	9435021	9493293	protein_coding
ENSG00000185792	NLRP9	protein_coding	19	56219798	56249768	protein_coding
ENSG00000269858	EGLN2	protein_coding	19	41304901	41314338	protein_coding
ENSG00000250067	YJEFN3	protein_coding	19	19627036	19648390	protein_coding
ENSG00000223638	RFPL4A	protein_coding	19	56270380	56274541	protein_coding
ENSG00000216588	IGSF23	protein_coding	19	45116940	45140081	protein_coding
ENSG00000229292	RFPL4AL1	protein_coding	19	56280507	56284545	protein_coding
ENSG00000073008	PVR	protein_coding	19	45147098	45166850	protein_coding
ENSG00000179873	NLRP11	protein_coding	19	56296770	56348166	protein_coding
ENSG00000174652	ZNF266	protein_coding	19	9523272	9546254	protein_coding
ENSG00000185453	C19orf68	protein_coding	19	48673949	48700877	protein_coding
ENSG00000178150	ZNF114	protein_coding	19	48675575	48790865	protein_coding
ENSG00000198028	ZNF560	protein_coding	19	9577183	9609283	protein_coding
ENSG00000258674	""	protein_coding	19	19627036	19646885	protein_coding
ENSG00000130818	ZNF426	protein_coding	19	9638667	9649303	protein_coding
ENSG00000160161	CILP2	protein_coding	19	19649057	19657468	protein_coding
ENSG00000197961	ZNF121	protein_coding	19	9671029	9695209	protein_coding
ENSG00000105483	CARD8	protein_coding	19	48684027	48759203	protein_coding
ENSG00000186567	CEACAM19	protein_coding	19	45165545	45187631	protein_coding
ENSG00000105717	PBX4	protein_coding	19	19672522	19729725	protein_coding
ENSG00000064547	LPAR2	protein_coding	19	19734477	19739739	protein_coding
ENSG00000213892	CEACAM16	protein_coding	19	45202421	45213986	protein_coding
ENSG00000089639	GMIP	protein_coding	19	19740285	19754476	protein_coding
ENSG00000069399	BCL3	protein_coding	19	45250962	45263301	protein_coding
ENSG00000142273	CBLC	protein_coding	19	45281126	45303891	protein_coding
ENSG00000160505	NLRP4	protein_coding	19	56347944	56393220	protein_coding
ENSG00000171469	ZNF561	protein_coding	19	9715356	9732075	protein_coding
ENSG00000173572	NLRP13	protein_coding	19	56403065	56443702	protein_coding
ENSG00000179709	NLRP8	protein_coding	19	56459198	56499995	protein_coding
ENSG00000267106	C19orf82	protein_coding	19	9731967	9756572	protein_coding
ENSG00000187244	BCAM	protein_coding	19	45312328	45324673	protein_coding
ENSG00000171487	NLRP5	protein_coding	19	56511092	56573179	protein_coding
ENSG00000105726	ATP13A1	protein_coding	19	19756007	19774502	protein_coding
ENSG00000171466	ZNF562	protein_coding	19	9759330	9785776	protein_coding
ENSG00000142409	ZNF787	protein_coding	19	56598732	56632649	protein_coding
ENSG00000167685	ZNF444	protein_coding	19	56643968	56672262	protein_coding
ENSG00000105479	CCDC114	protein_coding	19	48799714	48825151	protein_coding
ENSG00000204533	""	protein_coding	19	56662314	56663250	protein_coding
ENSG00000197487	GALP	protein_coding	19	56687389	56697144	protein_coding
ENSG00000142227	EMP3	protein_coding	19	48824766	48833810	protein_coding
ENSG00000224689	ZNF812	protein_coding	19	9800600	9811452	protein_coding
ENSG00000197213	ZSCAN5B	protein_coding	19	56700939	56709289	protein_coding
ENSG00000196605	ZNF846	protein_coding	19	9862669	9903856	protein_coding
ENSG00000204532	ZSCAN5C	protein_coding	19	56713670	56720821	protein_coding
ENSG00000131848	ZSCAN5A	protein_coding	19	56732681	56879752	protein_coding
ENSG00000127452	FBXL12	protein_coding	19	9920943	9938492	protein_coding
ENSG00000181896	ZNF101	protein_coding	19	19779605	19794318	protein_coding
ENSG00000130202	PVRL2	protein_coding	19	45349432	45392485	protein_coding
ENSG00000198258	UBL5	protein_coding	19	9938568	9940791	protein_coding
ENSG00000161558	TMEM143	protein_coding	19	48835613	48867494	protein_coding
ENSG00000267908	ZSCAN5D	protein_coding	19	56751773	56758863	protein_coding
ENSG00000105708	ZNF14	protein_coding	19	19821280	19843906	protein_coding
ENSG00000267710	""	protein_coding	19	56784138	56821819	protein_coding
ENSG00000130204	TOMM40	protein_coding	19	45393826	45406946	protein_coding
ENSG00000081665	ZNF506	protein_coding	19	19896648	19932560	protein_coding
ENSG00000018869	ZNF582	protein_coding	19	56887413	56904914	protein_coding
ENSG00000105467	SYNGR4	protein_coding	19	48867652	48879633	protein_coding
ENSG00000198440	ZNF583	protein_coding	19	56909335	56947404	protein_coding
ENSG00000127445	PIN1	protein_coding	19	9945933	9960358	protein_coding
ENSG00000130203	APOE	protein_coding	19	45409011	45412650	protein_coding
ENSG00000105438	KDELR1	protein_coding	19	48885827	48894810	protein_coding
ENSG00000105464	GRIN2D	protein_coding	19	48898132	48948188	protein_coding
ENSG00000130208	APOC1	protein_coding	19	45417504	45422606	protein_coding
ENSG00000198046	ZNF667	protein_coding	19	56950694	56989434	protein_coding
ENSG00000105447	GRWD1	protein_coding	19	48949030	48960279	protein_coding
ENSG00000105088	OLFM2	protein_coding	19	9964394	10047228	protein_coding
ENSG00000196263	ZNF471	protein_coding	19	57019212	57041590	protein_coding
ENSG00000080573	COL5A3	protein_coding	19	10070237	10121147	protein_coding
ENSG00000224916	APOC4-APOC2	protein_coding	19	45445495	45452822	protein_coding
ENSG00000256771	ZNF253	protein_coding	19	19976695	20005483	protein_coding
ENSG00000267467	APOC4	protein_coding	19	45445495	45452820	protein_coding
ENSG00000184635	ZNF93	protein_coding	19	20011722	20046384	protein_coding
ENSG00000234906	APOC2	protein_coding	19	45449243	45452822	protein_coding
ENSG00000268461	""	protein_coding	19	20047769	20048639	protein_coding
ENSG00000267114	""	protein_coding	19	45453301	45457264	protein_coding
ENSG00000182324	KCNJ14	protein_coding	19	48958766	48969367	protein_coding
ENSG00000197124	ZNF682	protein_coding	19	20107867	20150315	protein_coding
ENSG00000268465	""	protein_coding	19	48969094	48975688	protein_coding
ENSG00000104853	CLPTM1	protein_coding	19	45457842	45496599	protein_coding
ENSG00000213988	ZNF90	protein_coding	19	20188803	20237885	protein_coding
ENSG00000105443	CYTH2	protein_coding	19	48972289	48985571	protein_coding
ENSG00000256229	ZNF486	protein_coding	19	20278037	20311299	protein_coding
ENSG00000196867	ZFP28	protein_coding	19	57050317	57068169	protein_coding
ENSG00000237440	ZNF737	protein_coding	19	20718631	20748615	protein_coding
ENSG00000188171	ZNF626	protein_coding	19	20802867	20844402	protein_coding
ENSG00000197016	ZNF470	protein_coding	19	57078880	57100279	protein_coding
ENSG00000160229	ZNF66	protein_coding	19	20959110	20991922	protein_coding
ENSG00000197951	ZNF71	protein_coding	19	57106632	57137849	protein_coding
ENSG00000268182	SMIM17	protein_coding	19	57154513	57167134	protein_coding
ENSG00000127903	ZNF835	protein_coding	19	57174020	57183151	protein_coding
ENSG00000104856	RELB	protein_coding	19	45504688	45541452	protein_coding
ENSG00000269699	ZIM2	protein_coding	19	57285920	57352097	protein_coding
ENSG00000105750	ZNF85	protein_coding	19	21106028	21133503	protein_coding
ENSG00000142235	LMTK3	protein_coding	19	48988528	49016446	protein_coding
ENSG00000080511	RDH8	protein_coding	19	10123925	10132955	protein_coding
ENSG00000118620	ZNF430	protein_coding	19	21203426	21242856	protein_coding
ENSG00000088002	SULT2B1	protein_coding	19	49055332	49102682	protein_coding
ENSG00000130813	C19orf66	protein_coding	19	10196798	10203928	protein_coding
ENSG00000105523	FAM83E	protein_coding	19	49104067	49118111	protein_coding
ENSG00000130812	ANGPTL6	protein_coding	19	10203014	10213472	protein_coding
ENSG00000104859	CLASRP	protein_coding	19	45542298	45574214	protein_coding
ENSG00000243207	PPAN-P2RY11	protein_coding	19	10216899	10225456	protein_coding
